Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.0,28.142122758194187,27.6228354978355,82.30952380952381,77.30952380952381
2,0.0,26.27624458874459,24.147997835497836,80.47619047619048,74.39285714285714
3,0.0,25.691964285714285,24.05952380952381,79.35714285714286,73.49404761904762
4,0.0,26.88029761904762,25.851190476190474,73.0,65.02380952380952
5,0.36904761904761907,24.823571428571427,22.91712454212454,80.875,74.75595238095238
6,0.017857142857142856,25.035714285714285,23.700172376642964,83.69047619047619,79.28571428571429
7,0.0,26.125,25.014381362301016,83.53571428571429,78.24404761904762
8,0.0,25.984953703703706,25.75820267131243,84.7202380952381,81.23214285714286
9,0.0,25.821593915343914,24.646645021645025,79.98214285714286,73.64285714285714
10,0.0,25.336309523809526,24.927759740259738,85.82142857142857,82.18452380952381
11,0.0,28.06845238095238,26.952380952380953,78.39285714285714,73.16071428571429
12,0.0,27.133928571428573,27.389880952380953,79.23214285714286,74.94642857142857
13,0.44047619047619047,26.095238095238095,26.12738095238095,78.6547619047619,73.42261904761905
14,0.0,25.330357142857142,24.987499999999997,74.875,69.46428571428571
15,0.047619047619047616,25.60198896631824,23.71537356321839,76.19642857142857,71.0297619047619
16,0.011904761904761904,22.878530514201245,22.366174055829227,83.29166666666667,79.4702380952381
17,0.5238095238095238,22.87305194805195,22.087092731829575,81.82142857142857,78.16666666666667
18,0.08333333333333333,22.708510860484544,22.329573934837093,82.95833333333333,78.60119047619048
19,0.16071428571428573,22.773565859092177,20.828373015873016,78.60714285714286,74.49404761904762
20,0.0,24.34414877061936,22.87996031746032,78.35714285714286,73.66666666666667
21,0.01984126984126984,24.215076353121894,23.089635854341736,75.9047619047619,71.31547619047619
22,0.027777777777777773,23.56902841781874,22.931197478991596,83.5952380952381,79.44047619047619
23,0.0,22.249987199180747,22.458333333333332,82.92857142857143,78.89285714285714
24,0.11607142857142858,21.363492063492064,20.196428571428573,77.47619047619048,72.94047619047619
25,0.0,22.10969387755102,21.625686813186814,79.5952380952381,74.94047619047619
26,0.0,19.963811105837685,19.60050366300366,77.75,73.05952380952381
27,0.0,20.665530104330593,19.916196741854634,82.00595238095238,79.05357142857143
28,0.0,23.784916159446237,21.87280701754386,78.76190476190476,74.36904761904762
29,0.0,21.00581065759637,19.531829573934836,72.30952380952381,67.89285714285714
30,0.03869047619047619,21.18877551020408,18.39345238095238,67.46428571428571,61.976190476190474
31,0.0,20.512252628324056,18.975198412698415,77.4047619047619,74.04166666666667
32,0.10416666666666667,20.94345238095238,20.351502267573697,83.10119047619048,79.46428571428571
33,0.0,22.78037067099567,22.325085034013608,79.14880952380952,74.19047619047619
34,0.044642857142857144,24.378571428571426,23.95408163265306,69.92857142857143,62.38095238095238
35,0.05654761904761905,22.37719494047619,21.455556158633666,83.50595238095238,79.48809523809524
36,0.0,22.13188244047619,21.60661678746785,87.125,84.10119047619048
37,0.0,22.906547619047622,22.299221611721613,87.52380952380952,83.23214285714286
38,0.0,21.52797619047619,19.92358803986711,82.02380952380952,77.54761904761905
39,0.0,22.270833333333332,22.165102436323366,85.39880952380952,82.04166666666667
40,0.03571428571428571,21.816964285714285,21.000595238095237,87.25595238095238,83.7797619047619
41,0.08035714285714286,21.007645730706074,20.169642857142858,89.11309523809524,84.95833333333333
42,0.3005952380952381,20.50307881773399,18.616666666666667,87.49404761904762,83.97619047619048
43,0.0625,20.713977832512313,20.139285714285716,92.67857142857143,90.73214285714286
44,0.20238095238095238,21.998903508771928,20.636904761904763,89.25595238095238,86.55357142857143
45,0.01488095238095238,21.400811812139043,20.595238095238095,83.06547619047619,78.67261904761905
46,0.026785714285714284,22.30105687986123,20.326719576719576,84.73809523809524,78.60416666666667
47,0.07142857142857142,22.96021264771265,23.154965404965406,80.07142857142857,73.61904761904762
48,0.008928571428571428,24.282467532467532,23.13405575905576,82.99404761904762,77.80952380952381
49,0.12797619047619047,23.029761904761905,22.589616402116402,85.41666666666667,81.32738095238095
50,0.0,26.81845238095238,25.15357142857143,84.52380952380952,79.54166666666667
51,0.125,24.145833333333332,23.28690476190476,80.82738095238095,75.7797619047619
52,0.20833333333333334,25.0125,24.079166666666666,85.56666666666666,81.425
53,0.0,24.414915966386555,22.943181818181817,89.80555555555556,86.34722222222223
