Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.0,27.136904761904763,24.967503217503218,74.92857142857143,69.375
2,0.047619047619047616,27.508184523809526,26.21106821106821,79.38690476190476,74.97619047619048
3,0.31845238095238093,24.640625,23.196428571428573,84.32738095238095,81.07738095238095
4,0.005952380952380952,28.923872180451127,26.991596638655466,78.04761904761905,73.31547619047619
5,0.0,28.536521592442643,25.50344304388422,75.32738095238095,69.74404761904762
6,0.0,27.897741147741147,26.439484126984127,75.4047619047619,70.14285714285714
7,0.044642857142857144,27.680555555555554,28.129761904761907,75.94642857142857,70.85714285714286
8,0.0,28.401785714285715,26.54955357142857,74.02380952380952,68.68452380952381
9,0.011904761904761904,26.404761904761905,25.558779761904763,77.70833333333333,72.82738095238095
10,0.0,27.583333333333332,25.470238095238095,75.32738095238095,70.29761904761905
11,0.0,26.782509157509157,26.9593253968254,79.38690476190476,74.18452380952381
12,0.0,27.419060106560107,27.327636968766,75.56547619047619,69.79166666666667
13,0.0,29.455424783549784,25.477776863433547,75.60119047619048,70.39880952380952
14,0.0,27.412811147186147,27.07157029478458,75.85714285714286,70.25
15,0.0,27.079996392496394,27.946428571428573,75.89880952380952,70.35119047619048
16,0.0,26.95287698412698,26.845238095238095,74.11309523809524,69.03571428571429
17,0.13690476190476192,22.88363095238095,22.8562925170068,76.98214285714286,72.29761904761905
18,0.0,24.091883116883118,22.119260204081634,76.85714285714286,71.29166666666667
19,0.0,23.714218073593074,22.52047902494331,78.38095238095238,73.51785714285714
20,0.0,22.670959249084248,23.352182539682538,79.54166666666667,75.45238095238095
21,0.0,21.971153846153847,19.116071428571427,74.80952380952381,69.80357142857143
22,0.047619047619047616,23.32989926739927,23.310714285714283,79.8452380952381,75.05357142857143
23,0.0,20.22129120879121,20.47912087912088,77.5297619047619,73.81547619047619
24,0.0,19.773544973544976,19.53754578754579,73.74404761904762,68.14880952380952
25,0.0,20.32010582010582,19.517857142857142,82.5297619047619,78.26785714285714
26,0.0625,21.094177613574164,20.74047619047619,84.17857142857143,80.25
27,0.0,20.241400916083315,18.94587912087912,76.69047619047619,71.70833333333333
28,0.0,23.951127819548873,21.43120421245421,74.4047619047619,68.75
29,0.0,18.901785714285715,19.57604949874687,73.0297619047619,69.10119047619048
30,0.09523809523809523,21.24702380952381,20.772462406015038,77.70238095238095,73.2797619047619
31,0.011904761904761904,21.45616883116883,18.127557915057917,76.08928571428571,70.85119047619048
32,0.017857142857142856,19.915596179183137,18.709942084942085,80.14880952380952,75.49404761904762
33,0.0,22.411848435026183,22.492424242424242,76.31547619047619,70.57142857142857
34,0.0,21.232755602240896,19.753899286987522,69.64880952380952,64.04166666666667
35,0.020833333333333332,24.001217532467532,21.53343837535014,77.48809523809524,72.60119047619048
36,0.0,23.93869420809076,22.780952380952378,74.67261904761905,69.60714285714286
37,0.0,25.10721127531472,24.020238095238096,71.91666666666667,66.82738095238095
38,0.11904761904761904,21.96924603174603,21.53496642246642,73.86904761904762,68.83333333333333
39,0.07142857142857142,21.213010204081634,20.78289072039072,79.56547619047619,75.07738095238095
40,0.09523809523809523,21.84204931972789,20.63095238095238,81.73809523809524,77.66071428571429
41,0.0,24.43482142857143,22.511904761904763,76.5297619047619,72.36904761904762
42,0.0,23.389795918367348,25.513605442176875,76.06547619047619,72.06547619047619
43,0.0,23.68877551020408,23.888180272108844,76.63690476190476,72.50595238095238
44,0.0,24.297619047619047,23.866071428571427,73.5,68.72619047619048
45,0.40476190476190477,26.029761904761905,25.20199275362319,77.9047619047619,72.86309523809524
46,0.4791666666666667,23.345238095238095,23.288391861761426,78.82142857142857,74.39285714285714
47,0.0,24.435714285714283,22.265567765567766,78.08928571428571,73.68452380952381
48,0.0,24.736904761904764,23.910076530612248,78.27380952380952,73.95238095238095
49,0.4583333333333333,25.770833333333332,24.336947278911563,80.49404761904762,76.0297619047619
50,0.13392857142857142,24.985119047619047,24.822420634920636,83.8452380952381,79.05357142857143
51,0.0,26.204861111111114,25.956065759637188,77.39285714285714,72.18452380952381
52,0.0,26.896412037037038,28.063988095238095,73.875,68.63888888888889
53,0.22916666666666666,25.15972222222222,29.788732394366196,76.69444444444444,72.5
