Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.0,30.773809523809526,28.684498371998373,72.53571428571429,66.63095238095238
2,0.008928571428571428,29.132936507936506,27.74547847985348,74.64285714285714,69.70833333333333
3,0.017857142857142856,30.191468253968257,27.41484036796537,71.74404761904762,66.14285714285714
4,0.0,31.255580357142858,28.59433621933622,72.33333333333333,66.44642857142857
5,0.0,28.384300595238095,26.988425925925927,75.44642857142857,69.4047619047619
6,0.0,28.742063492063494,27.89153439153439,73.20833333333333,68.11309523809524
7,0.0,24.901922550629447,23.62797619047619,76.08928571428571,70.31547619047619
8,0.0,24.683394909688012,23.68154761904762,77.11904761904762,71.4702380952381
9,0.22321428571428573,27.308035714285715,26.254960317460316,75.54761904761905,69.54761904761905
10,0.008928571428571428,26.548566017316016,25.424152236652237,81.93452380952381,78.02380952380952
11,0.15476190476190477,25.357683982683984,24.019920183982684,83.38690476190476,78.76190476190476
12,0.03869047619047619,24.00595238095238,23.149181547619047,80.5297619047619,76.19642857142857
13,0.2619047619047619,23.6375,23.095238095238095,80.32142857142857,75.81547619047619
14,0.17261904761904762,26.35824829931973,25.303996598639454,78.61309523809524,74.94047619047619
15,0.0,24.76318027210884,24.056122448979593,81.98214285714286,78.57738095238095
16,0.044642857142857144,23.445684523809526,22.86904761904762,78.4047619047619,73.78571428571429
17,0.17261904761904762,23.407855576441104,21.785714285714285,80.5297619047619,76.35119047619048
18,0.0,23.156238811314,21.967261904761905,80.38095238095238,76.74404761904762
19,0.0,23.430272108843536,22.401785714285715,75.36904761904762,70.66071428571429
20,0.12797619047619047,21.595663265306122,21.24404761904762,80.11904761904762,77.25595238095238
21,0.0,21.796130952380953,20.794642857142858,82.8452380952381,79.57738095238095
22,0.0,22.0625,21.363359788359787,83.47619047619048,80.23214285714286
23,0.0,23.367559523809526,22.041402116402118,75.73809523809524,70.16071428571429
24,0.026785714285714284,22.004201680672267,20.979166666666668,82.91666666666667,79.58333333333333
25,0.1875,21.939148073022313,21.25,82.87202380952381,79.69345238095238
26,0.09523809523809523,21.732245484400657,21.226190476190474,77.2827380952381,71.36904761904762
27,0.008928571428571428,19.750850340136054,19.732142857142858,76.94047619047619,72.49404761904762
28,0.0,21.992772108843536,20.254270186335404,79.25595238095238,75.23809523809524
29,0.023809523809523808,20.876201567583557,19.47760210803689,80.05357142857143,76.2797619047619
30,0.0,21.1777950310559,20.381222943722943,76.70833333333333,72.80952380952381
31,0.03273809523809524,21.476934523809526,20.99702380952381,69.10119047619048,63.36309523809524
32,0.0,21.78519069664903,21.40112433862434,72.25595238095238,67.49404761904762
33,0.02976190476190476,20.26466049382716,20.26758314436886,86.04166666666667,83.60714285714286
34,0.09821428571428571,19.958333333333332,19.648554421768708,79.01785714285714,74.93452380952381
35,0.011904761904761904,20.64360119047619,18.947619047619046,82.68452380952381,78.95833333333333
36,0.0,21.927331349206348,20.235895445134574,76.60119047619048,71.41071428571429
37,0.0,21.997519841269842,20.6777950310559,76.2202380952381,70.23809523809524
38,0.0,22.415986394557823,20.735745614035086,78.7202380952381,74.22619047619048
39,0.05357142857142857,22.274489795918367,20.736618331543145,80.35714285714286,75.7202380952381
40,0.0,21.785714285714285,21.847690999476715,78.54166666666667,73.54166666666667
41,0.0,23.28462773998488,21.715563334514947,81.38690476190476,77.02380952380952
42,0.005952380952380952,23.540127161975903,22.35851437349133,78.05357142857143,72.97916666666667
43,0.17559523809523808,23.654411764705884,21.811537773003938,80.66071428571429,75.45833333333333
44,0.0,23.79389880952381,22.51278195488722,77.36904761904762,72.66666666666667
45,0.0,22.774553571428573,20.781547619047622,80.54761904761905,75.76190476190476
46,0.0,24.610119047619047,22.279761904761905,74.23809523809524,68.16071428571429
47,0.17857142857142858,24.657967032967036,22.577927599611275,83.80952380952381,79.88690476190476
48,0.08928571428571429,23.202152014652015,23.050709966526295,83.67857142857143,80.20238095238095
49,0.01488095238095238,22.357142857142858,21.83004590725179,86.42261904761905,83.14285714285714
50,0.0,24.71365144418423,22.78515156062425,80.88095238095238,75.78571428571429
51,0.33630952380952384,26.512062841530057,23.910685558006985,80.68452380952381,74.45833333333333
52,0.03125,27.300444444444445,25.71541804962858,79.71875,74.66666666666667
