Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.6640625,23.951960784313727,24.95809692671395,84.07291666666667,79.09375
2,0.19345238095238096,24.28472222222222,23.066385582010582,81.2202380952381,75.54761904761905
3,0.23214285714285715,25.29823908730159,24.185814504373177,74.4702380952381,67.72619047619048
4,0.01488095238095238,27.260397086466167,23.600643828960155,80.17857142857143,74.51190476190476
5,0.13690476190476192,24.24295112781955,23.48967086834734,81.76785714285714,76.8452380952381
6,0.13095238095238096,24.589285714285715,24.256644324396426,82.8452380952381,77.85119047619048
7,0.30357142857142855,26.262218045112782,23.21173012215639,80.25595238095238,74.51785714285714
8,0.33035714285714285,25.17230576441103,23.518145161290324,85.20238095238095,80.79166666666667
9,0.24702380952380953,26.261904761904763,24.104166666666668,85.68452380952381,81.03571428571429
10,0.01488095238095238,24.785714285714285,24.46374458874459,84.63690476190476,80.2202380952381
11,0.0,26.406462585034017,25.24687812187812,82.39880952380952,76.9047619047619
12,0.20238095238095238,25.548082869511443,23.512227143604694,80.38690476190476,75.02380952380952
13,0.0,24.58342663084042,24.082472274624134,79.0,73.46428571428571
14,0.02976190476190476,24.245452823039027,24.739320728291318,83.30357142857143,78.00595238095238
15,0.0,23.253281440781443,22.448179271708685,81.98809523809524,76.57738095238095
16,0.0,20.96761755016472,19.545997746924858,80.98214285714286,75.7202380952381
17,0.0,24.40043800539084,20.831715838509314,81.31547619047619,75.9702380952381
18,0.0,22.09798534798535,20.052553258145366,80.92857142857143,75.38690476190476
19,0.023809523809523808,20.852907509157507,19.975720551378444,81.8452380952381,76.8452380952381
20,0.0,20.80001293995859,21.61215228665724,81.01190476190476,75.42857142857143
21,0.0,18.73123706004141,17.76284771334276,84.05357142857143,78.92857142857143
22,0.0,20.723214285714285,17.758690476190477,82.01190476190476,76.33928571428571
23,0.0,19.482789855072465,18.72642857142857,83.22619047619048,79.8452380952381
24,0.008928571428571428,20.439829192546583,18.092261904761905,85.13095238095238,81.01785714285714
25,0.0,21.672619047619047,19.805059523809526,79.13690476190476,73.44642857142857
26,0.0,22.56904761904762,20.352253401360546,78.13095238095238,71.92261904761905
27,0.0,22.123412698412697,19.4990515436944,77.14880952380952,70.88095238095238
28,0.008928571428571428,17.156604308390023,15.9993894993895,82.64285714285714,77.39285714285714
29,0.0,20.799874297545106,19.882648489503328,73.86904761904762,67.69642857142857
30,0.0,18.38379917184265,16.997311827956988,75.91666666666667,70.31547619047619
31,0.20833333333333334,18.746031746031747,18.324404761904763,84.93452380952381,80.58333333333333
32,0.0,20.753968253968253,19.40833333333333,82.26785714285714,77.99404761904762
33,0.0,19.902326839826838,16.670238095238094,81.60119047619048,76.93452380952381
34,0.0,19.13537157287157,19.809020146520147,75.42261904761905,69.42857142857143
35,0.0,20.336970899470902,20.207508092682513,72.14285714285714,67.4047619047619
36,0.0,20.93737281237281,18.751363917660086,74.1547619047619,67.70238095238095
37,0.07142857142857142,20.08643671143671,19.037464985994397,78.29761904761905,73.91071428571429
38,0.06845238095238096,24.361441798941797,23.339285714285715,82.21428571428571,77.50595238095238
39,0.0,25.773667800453516,22.401785714285715,77.55952380952381,72.6547619047619
40,0.0,22.51828231292517,20.589285714285715,80.29761904761905,75.73809523809524
41,0.05357142857142857,25.13265306122449,22.629901960784316,82.69642857142857,78.60714285714286
42,0.0,22.123883928571427,21.239570828331335,80.86904761904762,77.03571428571429
43,0.0625,21.313616071428573,21.885563840920984,79.91666666666667,75.55952380952381
44,0.0,22.61620082815735,22.40185112506541,77.23214285714286,72.24404761904762
45,0.023809523809523808,20.167937827304836,21.122874149659864,85.01190476190476,80.75595238095238
46,0.0,24.021782397169392,23.91684173669468,77.83928571428571,72.79761904761905
47,0.24404761904761904,22.50657894736842,21.251950780312125,82.57142857142857,78.76190476190476
48,0.0,23.851190476190474,22.8312074829932,81.08333333333333,75.81547619047619
49,0.0,22.326955782312925,21.735119047619047,81.25,75.95238095238095
50,0.0,24.68613945578231,25.624007936507933,69.26785714285714,61.708333333333336
51,0.0,27.067261904761907,25.51884920634921,73.58928571428571,66.88690476190476
52,0.0,24.05753968253968,23.34583333333333,84.1547619047619,79.16071428571429
