Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
2020/01/01,0000 UTC,0,"20,9","20,7",91.0,87.0
2020/01/01,0100 UTC,,,,,
2020/01/01,0200 UTC,0,"20,3","19,9",93.0,90.0
2020/01/01,0300 UTC,0,"20,3","19,3",96.0,90.0
2020/01/01,0400 UTC,0,"20,3","19,6",95.0,90.0
2020/01/01,0500 UTC,0,"20,2","19,8",94.0,91.0
2020/01/01,0600 UTC,0,"20,4","19,8",93.0,88.0
2020/01/01,0700 UTC,"14,2","20,2","18,3",97.0,88.0
2020/01/01,0800 UTC,"3,4","18,5","18,2",97.0,95.0
2020/01/01,0900 UTC,"0,2","18,6","18,3",95.0,91.0
2020/01/01,1000 UTC,0,"19,1","18,4",95.0,90.0
2020/01/01,1100 UTC,0,"22,2",19,92.0,80.0
2020/01/01,1200 UTC,0,24,"22,1",85.0,70.0
2020/01/01,1300 UTC,0,"25,6","23,3",79.0,73.0
2020/01/01,1400 UTC,0,"25,5","23,6",78.0,71.0
2020/01/01,1500 UTC,0,"27,2","24,8",76.0,58.0
2020/01/01,1600 UTC,"0,2","25,4","21,8",89.0,71.0
2020/01/01,1700 UTC,0,27,"24,4",76.0,59.0
2020/01/01,1800 UTC,0,"27,5",25,77.0,53.0
2020/01/01,1900 UTC,0,"26,1","24,5",79.0,68.0
2020/01/01,2000 UTC,0,"26,2","25,7",70.0,63.0
2020/01/01,2100 UTC,0,"25,8","24,7",75.0,66.0
2020/01/01,2200 UTC,0,"24,8","22,8",83.0,71.0
2020/01/01,2300 UTC,0,23,"22,4",84.0,77.0
2020/01/02,0000 UTC,0,"22,7","22,4",84.0,81.0
2020/01/02,0100 UTC,0,"22,5","21,7",86.0,81.0
2020/01/02,0200 UTC,0,"21,7","21,2",88.0,85.0
2020/01/02,0300 UTC,0,"21,3","20,9",89.0,87.0
2020/01/02,0400 UTC,0,21,"20,4",92.0,88.0
2020/01/02,0500 UTC,0,"20,6","20,2",93.0,92.0
2020/01/02,0600 UTC,0,"20,6","20,3",93.0,92.0
2020/01/02,0700 UTC,0,"20,4","20,2",94.0,91.0
2020/01/02,0800 UTC,0,"20,4","20,2",92.0,91.0
2020/01/02,0900 UTC,0,"20,3","20,2",93.0,92.0
2020/01/02,1000 UTC,0,"20,3","20,1",95.0,93.0
2020/01/02,1100 UTC,0,"21,6","20,3",94.0,89.0
2020/01/02,1200 UTC,0,"24,1","21,5",90.0,76.0
2020/01/02,1300 UTC,0,"25,2","23,6",79.0,69.0
2020/01/02,1400 UTC,0,"26,1","24,6",74.0,63.0
2020/01/02,1500 UTC,"0,2","27,5","25,1",73.0,61.0
2020/01/02,1600 UTC,"0,6","26,2","23,6",84.0,67.0
2020/01/02,1700 UTC,1,"26,1","21,9",91.0,70.0
2020/01/02,1800 UTC,"47,8","22,5","19,9",98.0,86.0
2020/01/02,1900 UTC,"10,4","20,9","19,3",99.0,90.0
2020/01/02,2000 UTC,"9,8","20,9","19,7",98.0,92.0
2020/01/02,2100 UTC,0,"20,1","19,8",99.0,97.0
2020/01/02,2200 UTC,0,"19,9","19,5",99.0,99.0
2020/01/02,2300 UTC,"0,2","19,8","19,6",99.0,99.0
2020/01/03,0000 UTC,"20,8","19,7","19,5",99.0,99.0
2020/01/03,0100 UTC,"0,4","19,7","19,5",99.0,99.0
2020/01/03,0200 UTC,"16,6","19,7","19,1",99.0,98.0
2020/01/03,0300 UTC,"13,8","19,1","18,8",99.0,99.0
2020/01/03,0400 UTC,"0,2",19,"18,7",99.0,99.0
2020/01/03,0500 UTC,0,"19,1","18,9",99.0,99.0
2020/01/03,0600 UTC,0,"19,2",19,99.0,98.0
2020/01/03,0700 UTC,0,19,"18,9",98.0,98.0
2020/01/03,0800 UTC,0,19,"18,8",98.0,98.0
2020/01/03,0900 UTC,0,"19,2","18,7",99.0,98.0
2020/01/03,1000 UTC,"0,2","19,9","19,2",98.0,95.0
2020/01/03,1100 UTC,0,"21,3","19,9",96.0,91.0
2020/01/03,1200 UTC,0,"23,1","21,2",91.0,83.0
2020/01/03,1300 UTC,0,"24,5","22,7",84.0,74.0
2020/01/03,1400 UTC,0,"25,7","24,2",77.0,69.0
