Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
2019/01/01,0000 UTC,"0,8","19,4","19,2",94.0,92.0
2019/01/01,0100 UTC,"1,8","19,3","19,1",95.0,92.0
2019/01/01,0200 UTC,0,"19,2","18,8",97.0,94.0
2019/01/01,0300 UTC,0,19,"18,8",97.0,93.0
2019/01/01,0400 UTC,0,19,"18,6",98.0,93.0
2019/01/01,0500 UTC,0,"18,7","18,6",98.0,98.0
2019/01/01,0600 UTC,0,"18,7","18,6",98.0,98.0
2019/01/01,0700 UTC,0,"18,9","18,7",98.0,97.0
2019/01/01,0800 UTC,0,19,"18,9",97.0,97.0
2019/01/01,0900 UTC,0,"19,6",19,97.0,94.0
2019/01/01,1000 UTC,"0,6","19,5","19,3",97.0,94.0
2019/01/01,1100 UTC,0,"20,4","19,5",97.0,94.0
2019/01/01,1200 UTC,0,"22,6","20,4",95.0,83.0
2019/01/01,1300 UTC,0,"23,5",22,86.0,72.0
2019/01/01,1400 UTC,0,"24,5","22,2",88.0,74.0
2019/01/01,1500 UTC,0,"25,8",24,79.0,63.0
2019/01/01,1600 UTC,0,"25,3","21,4",86.0,64.0
2019/01/01,1700 UTC,"0,8","21,4","19,2",97.0,86.0
2019/01/01,1800 UTC,"0,8","21,7","19,1",97.0,87.0
2019/01/01,1900 UTC,0,"22,8","21,6",88.0,79.0
2019/01/01,2000 UTC,0,"23,7","22,3",84.0,78.0
2019/01/01,2100 UTC,0,24,"22,6",84.0,71.0
2019/01/01,2200 UTC,0,"22,6","20,8",87.0,76.0
2019/01/01,2300 UTC,0,"20,8","20,3",92.0,87.0
2019/01/02,0000 UTC,0,"20,7","19,9",88.0,84.0
2019/01/02,0100 UTC,0,"20,1","19,2",92.0,86.0
2019/01/02,0200 UTC,0,"19,5","18,7",95.0,91.0
2019/01/02,0300 UTC,0,"19,4","18,7",95.0,91.0
2019/01/02,0400 UTC,0,"18,7","17,9",97.0,95.0
2019/01/02,0500 UTC,0,"18,3","17,7",98.0,97.0
2019/01/02,0600 UTC,0,"18,9","18,2",98.0,95.0
2019/01/02,0700 UTC,0,"18,8","18,4",97.0,94.0
2019/01/02,0800 UTC,0,"18,9","18,2",96.0,92.0
2019/01/02,0900 UTC,0,"18,8","18,2",95.0,93.0
2019/01/02,1000 UTC,0,"20,6","18,5",95.0,88.0
2019/01/02,1100 UTC,0,"22,3","20,5",92.0,78.0
2019/01/02,1200 UTC,0,"24,4","22,3",82.0,74.0
2019/01/02,1300 UTC,"0,2","25,5","24,1",77.0,71.0
2019/01/02,1400 UTC,0,"26,8","24,9",78.0,67.0
2019/01/02,1500 UTC,0,"27,8","25,7",73.0,61.0
2019/01/02,1600 UTC,0,"28,7","26,6",68.0,56.0
2019/01/02,1700 UTC,0,"29,1",27,64.0,54.0
2019/01/02,1800 UTC,0,"29,8","26,3",61.0,51.0
2019/01/02,1900 UTC,"0,2",29,"23,7",81.0,53.0
2019/01/02,2000 UTC,0,"27,8","25,1",82.0,61.0
2019/01/02,2100 UTC,0,"27,7","26,3",69.0,56.0
2019/01/02,2200 UTC,0,"26,3","22,8",84.0,62.0
2019/01/02,2300 UTC,0,"23,8",22,82.0,72.0
2019/01/03,0000 UTC,0,"22,3","21,3",85.0,78.0
2019/01/03,0100 UTC,0,22,"20,9",84.0,76.0
2019/01/03,0200 UTC,0,"21,5","20,2",79.0,76.0
2019/01/03,0300 UTC,0,"21,2","19,7",87.0,75.0
2019/01/03,0400 UTC,0,"21,3","19,8",87.0,73.0
2019/01/03,0500 UTC,0,"21,1","19,2",85.0,74.0
2019/01/03,0600 UTC,0,"20,5","18,4",89.0,77.0
2019/01/03,0700 UTC,0,"19,6","18,4",91.0,82.0
2019/01/03,0800 UTC,0,"19,7",18,92.0,84.0
2019/01/03,0900 UTC,0,"19,7","18,8",87.0,83.0
2019/01/03,1000 UTC,0,"21,2","18,9",86.0,77.0
2019/01/03,1100 UTC,0,"23,1","21,2",78.0,67.0
2019/01/03,1200 UTC,0,"24,3","22,9",70.0,64.0
2019/01/03,1300 UTC,0,26,"24,1",68.0,54.0
2019/01/03,1400 UTC,0,"27,4","25,6",60.0,53.0
2019/01/03,1500 UTC,0,"28,3","26,9",58.0,48.0
2019/01/03,1600 UTC,0,"29,5","27,5",53.0,42.0
2019/01/03,1700 UTC,0,"29,8","28,1",47.0,38.0
2019/01/03,1800 UTC,0,"29,9","27,8",45.0,32.0
2019/01/03,1900 UTC,0,"30,3",29,40.0,32.0
2019/01/03,2000 UTC,0,"29,8","28,9",41.0,36.0
2019/01/03,2100 UTC,0,29,"26,1",55.0,38.0
2019/01/03,2200 UTC,0,"26,1","23,2",73.0,54.0
2019/01/03,2300 UTC,0,"23,2",22,77.0,69.0
2019/01/04,0000 UTC,0,23,"21,8",79.0,63.0
