Semana,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)",TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%)
1,0.13782191714132705,0.5969626168224299,0.5273368606701944,0.13376469967181348,0.08953386449672657
2,0.0,0.6889602803738317,0.5799564270152504,0.6733542665875584,0.6267419690177999
3,0.0,0.6838492990654206,0.5894179894179895,0.5408734531102873,0.5003794896420384
4,0.010947430292788612,0.6821456386292835,0.6531590413943356,0.49746528634431836,0.44954727293989577
5,0.11637594376464457,0.7953889499725121,0.6952380952380953,0.37448740968352984,0.34764798821965726
6,0.04136098663599949,0.6787383177570091,0.6102564102564103,0.5290591197220124,0.47165295382135264
7,0.0,0.7962908878504673,0.6637681159420289,0.33230929099802337,0.26188529615021083
8,0.0752470961691075,0.719626168224299,0.739917695473251,0.48324754366255235,0.44793605467826647
9,0.04896304951073462,0.7441588785046728,0.6994708994708994,0.45124988135471067,0.4222260992162324
10,0.0,0.7889577407557901,0.6994708994708994,0.3473661462131393,0.3479666444802367
11,0.0,0.5875269590222861,0.6306172839506172,0.4740661241842202,0.4130624478536017
12,0.0,0.7376649257833974,0.6637681159420289,0.493182889125358,0.44234612534633444
13,0.0058314743062893816,0.6389264633546484,0.6119929453262789,0.5026611172734122,0.4487030289129319
14,0.018717809136970742,0.5789238592633316,0.5792592592592591,0.4347911208322518,0.440100480064656
15,0.016522510534486567,0.5867406542056072,0.5506172839506174,0.4603698157925063,0.420787930642221
16,0.0,0.6041781198460693,0.5555555555555556,0.2879211459229193,0.26736257821673765
17,0.005793607590014693,0.5400116822429908,0.4928104575163401,0.4499356162166447,0.4446938454135437
18,0.0,0.5259468765371369,0.5481481481481482,0.5250195617227061,0.4559714475321465
19,0.03691926491843891,0.4321334696261682,0.4703703703703704,0.5206912899238393,0.4569919431677813
20,0.010947430292788612,0.4321334696261682,0.40869565217391296,0.22293179653933415,0.24047865484688072
21,0.0,0.5403486700215674,0.4869395711500972,0.33192336476980816,0.3593435155661493
22,0.02994011976047898,0.40328332513526777,0.4111111111111111,0.42792854413559805,0.44998131930404134
23,0.0,0.4874415887850468,0.41333333333333344,0.15857443434586507,0.19641187627480106
24,0.0,0.4538551401869159,0.4238683127572017,0.33095797097076113,0.34082757748240156
25,0.0,0.41296728971962615,0.3925925925925926,0.1442348629287526,0.14863577290709154
26,0.032444202504082684,0.4699182242990653,0.43703703703703706,0.28402717361123986,0.29326368740849584
27,0.0,0.47867990654205617,0.4271604938271602,0.0,0.0
28,0.005407367084013736,0.3771904205607477,0.45925925925925926,0.21473775572955542,0.23795631398585262
29,0.02770855803920109,0.3209696261682243,0.3115468409586057,0.4037128219050735,0.44879433536943975
30,0.011222837344179512,0.4088785046728972,0.38233618233618255,0.41651601067035243,0.428912354464865
31,0.0,0.43526975361087505,0.3608465608465609,0.3895439596714981,0.43811147995802646
32,0.005646933980140954,0.4598680593732823,0.5259259259259259,0.2937761077072114,0.3054660252663116
33,0.12306421639479659,0.44363317757009346,0.37777777777777777,0.39688445456359134,0.44909108135309006
34,0.0754951635191156,0.5642523364485981,0.4997821350762527,0.20278811288196197,0.230389291402768
35,0.08383233532934126,0.36245876855415055,0.3145679012345679,0.5119424442675651,0.5746146324371962
36,0.0,0.5724299065420562,0.48932461873638344,0.3856176484501459,0.3955284313041986
37,0.011293867960281909,0.6071845794392524,0.5286195286195287,0.3790898110485434,0.3844057876834832
38,0.0,0.6057242990654205,0.5555555555555556,0.6503744606404586,0.5826496006098831
39,0.0,0.5502336448598132,0.5674074074074074,,
40,0.06456823195713828,0.4854502973661853,0.5325102880658436,,
41,0.061297252822599,0.4896320093457944,0.492063492063492,,
42,0.0,0.4402258566978192,0.43703703703703706,,
43,0.010947430292788612,0.6276285046728972,0.5032679738562091,,
44,0.005682901712498519,0.5560747663551399,0.5692307692307692,,
45,0.0,0.6632009345794392,0.5983539094650205,,
46,0.02203001404598206,0.7523364485981308,0.6888888888888889,,
47,0.00594810379241511,0.624221183800623,0.5414462081128748,,
48,0.0,0.6443553525913341,0.6296296296296297,,
49,0.0,0.6736273364485982,0.6691358024691358,,
50,0.00544033883452602,0.6192650807136788,0.5668430335097001,0.730571347647826,0.6810219987035672
51,0.0,0.6619021440351841,0.5797979797979799,0.9531291959114575,0.8986096385862422
52,0.0,0.6460280373831776,0.5920227920227921,0.7063415353851911,0.6413152600550504
